year,classification_scenario,country_democracy_n,country_denominator_n,country_democracy_share,observed_democracy_population,observed_population_denominator,observed_democracy_share,gap_observed_pp,gap_lower_pp,gap_upper_pp,gap_observed_sign,gap_lower_sign,gap_upper_sign,common_matched_democracy_n,common_matched_unit_n,common_matched_unit_share,common_matched_gap_pp,world_population_reference,reference_missing_mass,population_coverage_rate,input_panel_sha256,method_contract_sha256
1987,Q0_three_state,40,157,0.25477707006369426751592356687898089171974522292994,1757218604.0,4533236360.0,0.38763004274500260118799541261951759338663735592203,13.285297268130833367207184574053670166689213299209,9.4795014876485469776771571810947552266661369222370,19.297615051632233891198272787014757876637983607253,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,11.298215542105893921616442670402463564015848268259,5026770385,493534025.0,0.90181886436016313086478884394079997350028153314984,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1987,Q1_midpoint_binary,44,157,0.28025477707006369426751592356687898089171974522293,1770194889.0,4533236360.0,0.39049251978557764854775849366918957651702943633850,11.023774271551395428024257010231059562530969111557,7.1898743664104472834869040452121063408095632160770,17.007987930394134197008019651132108990781409901094,positive,positive,positive,43,142,0.30281690140845070422535211267605633802816901408451,8.7675618377126944322406380993133238488860422253990,5026770385,493534025.0,0.90181886436016313086478884394079997350028153314984,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1987,Q2_boundary_autocracy,40,157,0.25477707006369426751592356687898089171974522292994,1757218604.0,4533236360.0,0.38763004274500260118799541261951759338663735592203,13.285297268130833367207184574053670166689213299209,9.4795014876485469776771571810947552266661369222370,19.297615051632233891198272787014757876637983607253,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,11.298215542105893921616442670402463564015848268259,5026770385,493534025.0,0.90181886436016313086478884394079997350028153314984,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1987,Q3_boundary_democracy,47,157,0.29936305732484076433121019108280254777070063694268,1794124086.0,4533236360.0,0.39577113203953918696619648572659026320877740422959,9.6408074714698422634986294643787715438076767286910,5.7550815517592638363390907152958622768621699738910,15.573195115742950749860206321215864926834016658907,positive,positive,positive,46,142,0.32394366197183098591549295774647887323943661971831,7.1827470067708201050703527980111389969340784511280,5026770385,493534025.0,0.90181886436016313086478884394079997350028153314984,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1988,Q0_three_state,42,157,0.26751592356687898089171974522292993630573248407643,1827028536.0,4617784481.0,0.39565045608285935941236058738445918390187426332598,12.813453251598037852064084216152924759614177924955,8.9541857687153674094474910441953145484192534980180,18.708420658500104035888614666884268993465236340114,positive,positive,positive,41,142,0.28873239436619718309859154929577464788732394366197,10.691806171666217631376903808868453601455031966401,5116898810,499114329.0,0.90245765110215263373558876377311045554954017157904,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1988,Q1_midpoint_binary,47,157,0.29936305732484076433121019108280254777070063694268,1899992244.0,4617784481.0,0.41145104363739144369132804489582241289532368715152,11.208798631255067936011785381301986512462305020884,7.1954085059688821470780683151429182131341338360720,16.949643395753618773519191937831872658180116678167,positive,positive,positive,46,142,0.32394366197183098591549295774647887323943661971831,8.7507381665560457775835087149343539655887067433210,5116898810,499114329.0,0.90245765110215263373558876377311045554954017157904,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1988,Q2_boundary_autocracy,42,157,0.26751592356687898089171974522292993630573248407643,1827028536.0,4617784481.0,0.39565045608285935941236058738445918390187426332598,12.813453251598037852064084216152924759614177924955,8.9541857687153674094474910441953145484192534980180,18.708420658500104035888614666884268993465236340114,positive,positive,positive,41,142,0.28873239436619718309859154929577464788732394366197,10.691806171666217631376903808868453601455031966401,5116898810,499114329.0,0.90245765110215263373558876377311045554954017157904,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1988,Q3_boundary_democracy,51,157,0.32484076433121019108280254777070063694267515923567,1978240269.0,4617784481.0,0.42839597151827320197536087652679692047325757384129,10.355520718706301089255832875609628353058241460562,6.1768457866795323120438067026604686357239774982070,15.931080676464268938484930325349423080769960340303,positive,positive,positive,50,142,0.35211267605633802816901408450704225352112676056338,7.6283295461935173806346792019754666952130813277910,5116898810,499114329.0,0.90245765110215263373558876377311045554954017157904,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1989,Q0_three_state,42,158,0.26582278481012658227848101265822784810126582278481,1855420971.0,4702511681.0,0.39455956664533801505723468717525127185324688617185,12.873678183521143277875367451702342375198106338704,9.0483371136589341921422345468672880161427538394790,18.743555258757756235220450856255064415123512828205,positive,positive,positive,41,142,0.28873239436619718309859154929577464788732394366197,10.582717227914083195864313787947662396592294250988,5207378374,504866693.0,0.90304781854901177956921783690612223601019241011274,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1989,Q1_midpoint_binary,47,158,0.29746835443037974683544303797468354430379746835443,1930167802.0,4702511681.0,0.41045465337143944034362516663783700232343984261546,11.298629894105969350818212866315345801964237426103,7.3191824909989422965929263841462531660222733262670,17.014400636097764339671142693534029565003032314993,positive,positive,positive,46,142,0.32394366197183098591549295774647887323943661971831,8.6510991399608454428132208891358129084003222897150,5207378374,504866693.0,0.90304781854901177956921783690612223601019241011274,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1989,Q2_boundary_autocracy,42,158,0.26582278481012658227848101265822784810126582278481,1855420971.0,4702511681.0,0.39455956664533801505723468717525127185324688617185,12.873678183521143277875367451702342375198106338704,9.0483371136589341921422345468672880161427538394790,18.743555258757756235220450856255064415123512828205,positive,positive,positive,41,142,0.28873239436619718309859154929577464788732394366197,10.582717227914083195864313787947662396592294250988,5207378374,504866693.0,0.90304781854901177956921783690612223601019241011274,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1989,Q3_boundary_democracy,50,158,0.31645569620253164556962025316455696202531645569620,1993658089.0,4702511681.0,0.42395600994574116401859927671278016332055550294336,10.750031374320951844897902354822320129523904724716,6.6396853739713054469532307943344585671974035067740,16.334903519070127490031447103722234966178162495501,positive,positive,positive,49,142,0.34507042253521126760563380281690140845070422535211,7.8885587410529896412965473895878754869851277591250,5207378374,504866693.0,0.90304781854901177956921783690612223601019241011274,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1990,Q0_three_state,55,171,0.32163742690058479532163742690058479532163742690058,2024540830.0,4802295531.0,0.42157772609600773026644452881756643393881958073938,9.9940299195422934944807101916981638617182153838800,6.0426234458536877099453703101925066035138201152240,15.415524880377614127717251761711904906926984908360,positive,positive,positive,48,144,0.33333333333333333333333333333333333333333333333333,8.8244392762674396933111195484233100605486247406050,5298962018,496666487.0,0.90627098565476073582228118548480601696586835206864,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1990,Q1_midpoint_binary,62,171,0.36257309941520467836257309941520467836257309941520,2117076035.0,4802295531.0,0.44084667870474712773356804891731266507096603755434,7.8273579289542449370994949502107986708392938139140,3.6953454617174120997977440767965209759467031048710,13.068246896241338517569625528315919279359867898006,positive,positive,positive,54,144,0.375,6.5846678704747127733568048917312665070966037554340,5298962018,496666487.0,0.90627098565476073582228118548480601696586835206864,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1990,Q2_boundary_autocracy,55,171,0.32163742690058479532163742690058479532163742690058,2024540830.0,4802295531.0,0.42157772609600773026644452881756643393881958073938,9.9940299195422934944807101916981638617182153838800,6.0426234458536877099453703101925066035138201152240,15.415524880377614127717251761711904906926984908360,positive,positive,positive,48,144,0.33333333333333333333333333333333333333333333333333,8.8244392762674396933111195484233100605486247406050,5298962018,496666487.0,0.90627098565476073582228118548480601696586835206864,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1990,Q3_boundary_democracy,68,171,0.39766081871345029239766081871345029239766081871345,2179054912.0,4802295531.0,0.45375277259253705850282457345917972410598817851054,5.6091953879086766105163754745729431708327359797090,1.3562153747568770524786420462061759744019582363170,10.729116809280803470250523497725574277815123029452,positive,positive,positive,59,144,0.40972222222222222222222222222222222222222222222222,4.4030550370314836280602351236957501883765956288320,5298962018,496666487.0,0.90627098565476073582228118548480601696586835206864,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1991,Q0_three_state,56,173,0.32369942196531791907514450867052023121387283236994,2140935338.0,4969124197.0,0.43084762085289453271437320849076777462561779475684,10.714819888757661363922869982024754341174496238690,7.3638097948474569124221977557489682380135476861810,15.141525004871440964746296168735632630403247985361,positive,positive,positive,51,146,0.34931506849315068493150684931506849315068493150685,8.1532552359743847782866359175699281474932863249990,5388203305,419079108.0,0.92222284789976015947675901587013335607610299700820,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1991,Q1_midpoint_binary,65,173,0.37572254335260115606936416184971098265895953757225,2270058135.0,4969124197.0,0.45683264193124774900851607754653188838379118500427,8.1110098578646592939151915696820905724831647432020,4.5578956702805532041859584931313643136967069543770,12.335610880304537256510056906118028706086407253557,positive,positive,positive,60,146,0.41095890410958904109589041095890410958904109589041,4.5873737821658707912625666587627778794750089113860,5388203305,419079108.0,0.92222284789976015947675901587013335607610299700820,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1991,Q2_boundary_autocracy,56,173,0.32369942196531791907514450867052023121387283236994,2140935338.0,4969124197.0,0.43084762085289453271437320849076777462561779475684,10.714819888757661363922869982024754341174496238690,7.3638097948474569124221977557489682380135476861810,15.141525004871440964746296168735632630403247985361,positive,positive,positive,51,146,0.34931506849315068493150684931506849315068493150685,8.1532552359743847782866359175699281474932863249990,5388203305,419079108.0,0.92222284789976015947675901587013335607610299700820,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1991,Q3_boundary_democracy,72,173,0.41618497109826589595375722543352601156069364161850,2411991281.0,4969124197.0,0.48539565230754082518658367918430194148757759455132,6.9210681209274929232826453750775929926883952932820,3.1457989730956192948101684658211887330632620243850,10.923514183119603347134266878807853125452962323565,positive,positive,positive,65,146,0.44520547945205479452054794520547945205479452054795,4.0190172855486030666035733978822489432783074003370,5388203305,419079108.0,0.92222284789976015947675901587013335607610299700820,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1992,Q0_three_state,58,174,0.33333333333333333333333333333333333333333333333333,2113020232.0,5353816274.0,0.39467552188175817106868467784107602344667235026601,6.1342188548424837735351344507742690113339016932680,5.2477977166712356476835497522039966091557878185170,7.4937468293623775539273581493471191457100232865600,positive,positive,positive,57,163,0.34969325153374233128834355828220858895705521472393,4.4982270348015839780341119558867434489617135542080,5476822930,123006656.0,0.97754050887308858093756191602856877463445764531956,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1992,Q1_midpoint_binary,68,174,0.39080459770114942528735632183908045977011494252874,2426573108.0,5353816274.0,0.45324175948739327247224098523482503800241539629643,6.2437161786243847184884663395744578232300453767690,5.2257582510691018493432479379293054452664576837610,7.4717073637602437555870563350724279818206931518040,positive,positive,positive,67,163,0.41104294478527607361963190184049079754601226993865,4.2198814702117198852609083394334240456403126357780,5476822930,123006656.0,0.97754050887308858093756191602856877463445764531956,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1992,Q2_boundary_autocracy,58,174,0.33333333333333333333333333333333333333333333333333,2113020232.0,5353816274.0,0.39467552188175817106868467784107602344667235026601,6.1342188548424837735351344507742690113339016932680,5.2477977166712356476835497522039966091557878185170,7.4937468293623775539273581493471191457100232865600,positive,positive,positive,57,163,0.34969325153374233128834355828220858895705521472393,4.4982270348015839780341119558867434489617135542080,5476822930,123006656.0,0.97754050887308858093756191602856877463445764531956,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1992,Q3_boundary_democracy,75,174,0.43103448275862068965517241379310344827586206896552,2664398413.0,5353816274.0,0.49766340058011486406117192806754877446136284802963,6.6628917821494174405999514274445326185500779064110,5.5451651091976521454590450130634907822497313268520,7.7911142218887940517028534102066133188039667948950,positive,positive,positive,74,163,0.45398773006134969325153374233128834355828220858896,4.3675670518765170809638185736260430903080639440670,5476822930,123006656.0,0.97754050887308858093756191602856877463445764531956,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1993,Q0_three_state,60,175,0.34285714285714285714285714285714285714285714285714,2162994634.0,5512181624.0,0.39240264228274637853260983187080847174929735225285,4.9545499425603521389752689013665614606440209395710,4.5858917195113700517028357655352414585386593791720,5.5253813745869971664431815398272076767353963873990,positive,positive,positive,60,168,0.35714285714285714285714285714285714285714285714286,3.5259785139889235675466974727951328892154495109990,5564459142,52277518.0,0.99060510344924372885259654225708033781803262991773,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1993,Q1_midpoint_binary,73,175,0.41714285714285714285714285714285714285714285714286,2497448640.0,5512181624.0,0.45307807513564614720685045409889781237005190524179,3.5935217992789004349707596956040669512909048098930,3.1678596347473831703546980338566132548048355958510,4.1073492898230102850950438081485794730015726040780,positive,positive,positive,73,168,0.43452380952380952380952380952380952380952380952381,1.8554265611836623397326644575088288560528095717980,5564459142,52277518.0,0.99060510344924372885259654225708033781803262991773,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1993,Q2_boundary_autocracy,60,175,0.34285714285714285714285714285714285714285714285714,2162994634.0,5512181624.0,0.39240264228274637853260983187080847174929735225285,4.9545499425603521389752689013665614606440209395710,4.5858917195113700517028357655352414585386593791720,5.5253813745869971664431815398272076767353963873990,positive,positive,positive,60,168,0.35714285714285714285714285714285714285714285714286,3.5259785139889235675466974727951328892154495109990,5564459142,52277518.0,0.99060510344924372885259654225708033781803262991773,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1993,Q3_boundary_democracy,82,175,0.46857142857142857142857142857142857142857142857143,2745711799.0,5512181624.0,0.49811707710159443033620911036947355855123397871550,2.9545648530165858907637681798044987122662550144070,2.4865890120631293821131936039959925671116683398540,3.4260786671387564968535393782879587853084053480810,positive,positive,positive,82,168,0.48809523809523809523809523809523809523809523809524,1.0021839006356335098113872274235463313138740620260,5564459142,52277518.0,0.99060510344924372885259654225708033781803262991773,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1994,Q0_three_state,63,175,0.36,2202772375.0,5597538727.0,0.39352516926320141920475899192470205128426260194055,3.3525169263201419204758991924702051284262601940550,2.9834343246097004883637713530884444460939246086220,3.9213224967982192210417117995289175144023071866530,positive,positive,positive,63,168,0.375,1.8525169263201419204758991924702051284262601940550,5650534421,52995694.0,0.99062111827811481267322059553559526931691617421969,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1994,Q1_midpoint_binary,77,175,0.44,2611040676.0,5597538727.0,0.46646227982408025955226231702317974869457298888287,2.6462279824080259552262317023179748694572988882870,2.2087385273889299611789764195120191092452421324700,3.1466266995774486938569168659524921775536247105010,positive,positive,positive,77,168,0.45833333333333333333333333333333333333333333333333,0.81289464907469262189289836898464153612396555495400,5650534421,52995694.0,0.99062111827811481267322059553559526931691617421969,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1994,Q2_boundary_autocracy,63,175,0.36,2202772375.0,5597538727.0,0.39352516926320141920475899192470205128426260194055,3.3525169263201419204758991924702051284262601940550,2.9834343246097004883637713530884444460939246086220,3.9213224967982192210417117995289175144023071866530,positive,positive,positive,63,168,0.375,1.8525169263201419204758991924702051284262601940550,5650534421,52995694.0,0.99062111827811481267322059553559526931691617421969,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1994,Q3_boundary_democracy,87,175,0.49714285714285714285714285714285714285714285714286,2922156697.0,5597538727.0,0.52204314065838172806624692781692298955308326534067,2.4900283515524585209104070674065846695940408197810,2.0004102645568150942160237129896071471077584999280,2.9382984367453338268939641594300802154161410779590,positive,positive,positive,87,168,0.51785714285714285714285714285714285714285714285714,0.41859978012388709233897849597801324102261224835300,5650534421,52995694.0,0.99062111827811481267322059553559526931691617421969,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1995,Q0_three_state,64,175,0.36571428571428571428571428571428571428571428571429,2283905955.0,5682472550.0,0.40192115930238853507528162190594303882734990070476,3.6206873588102820789567336191657324541635614990470,3.2441969379265782282234029125748332021104202917040,4.1809239854330478517160432258993321872744158258360,positive,positive,positive,64,168,0.38095238095238095238095238095238095238095238095238,2.0968778350007582694329240953562086446397519752380,5736205135,53732585.0,0.99063272952493530376507359686675501014836004465869,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1995,Q1_midpoint_binary,79,175,0.45142857142857142857142857142857142857142857142857,2715902448.0,5682472550.0,0.47794378663562571894869954101230106250139298957106,2.6515215207054290377270969583729633929964418142490,2.2038186485761772833510375197855312703053412382140,3.1405456960826469068436778331100302554693367723450,positive,positive,positive,79,168,0.47023809523809523809523809523809523809523809523810,0.77056913975304808534614457742058244061548943329600,5736205135,53732585.0,0.99063272952493530376507359686675501014836004465869,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1995,Q2_boundary_autocracy,64,175,0.36571428571428571428571428571428571428571428571429,2283905955.0,5682472550.0,0.40192115930238853507528162190594303882734990070476,3.6206873588102820789567336191657324541635614990470,3.2441969379265782282234029125748332021104202917040,4.1809239854330478517160432258993321872744158258360,positive,positive,positive,64,168,0.38095238095238095238095238095238095238095238095238,2.0968778350007582694329240953562086446397519752380,5736205135,53732585.0,0.99063272952493530376507359686675501014836004465869,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1995,Q3_boundary_democracy,90,175,0.51428571428571428571428571428571428571428571428571,3051873926.0,5682472550.0,0.53706795750381583453491561521049494554971497398610,2.2782243218101548820629900924780659835429259700390,1.7751382396672753779203390162081931392235180734550,2.7118652871737450014129793295326921243875136075860,positive,positive,positive,90,168,0.53571428571428571428571428571428571428571428571429,0.13536717895301202492013294962092312640006882718100,5736205135,53732585.0,0.99063272952493530376507359686675501014836004465869,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1996,Q0_three_state,65,175,0.37142857142857142857142857142857142857142857142857,2363365623.0,5767744485.0,0.40975560362397017661922310346589495286908501114019,3.8327032195398748047794532037323524297656439711620,3.4485637178995550639292120267242873627620900416330,4.3860481555567929338589159841758915789459960273210,positive,positive,positive,65,168,0.38690476190476190476190476190476190476190476190476,2.2850841719208271857318341561133048107180249235430,5822327903,54583418.0,0.99062515562342762130070296042548395783816094014312,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1996,Q1_midpoint_binary,81,175,0.46285714285714285714285714285714285714285714285714,2851263677.0,5767744485.0,0.49434639214951284375420801949759048662156537955582,3.1489249292369986611350876640447629478708236698680,2.6854828797848282232001250445547089277359101016610,3.6229673174420660931298290020063131439198160873490,positive,positive,positive,80,168,0.47619047619047619047619047619047619047619047619048,1.8155915959036653278017543307114296145374903365340,5822327903,54583418.0,0.99062515562342762130070296042548395783816094014312,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1996,Q2_boundary_autocracy,65,175,0.37142857142857142857142857142857142857142857142857,2363365623.0,5767744485.0,0.40975560362397017661922310346589495286908501114019,3.8327032195398748047794532037323524297656439711620,3.4485637178995550639292120267242873627620900416330,4.3860481555567929338589159841758915789459960273210,positive,positive,positive,65,168,0.38690476190476190476190476190476190476190476190476,2.2850841719208271857318341561133048107180249235430,5822327903,54583418.0,0.99062515562342762130070296042548395783816094014312,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1996,Q3_boundary_democracy,90,175,0.51428571428571428571428571428571428571428571428571,3087750193.0,5767744485.0,0.53534795118442213724382764504520175532706525573489,2.1062236898707851529541930759487469612779541449180,1.6043433169037027353421458441001858496666672536600,2.5418277545609406052718498015517900658505732393480,positive,positive,positive,89,168,0.52976190476190476190476190476190476190476190476190,0.55860464225173753390657402832969934223033509729900,5822327903,54583418.0,0.99062515562342762130070296042548395783816094014312,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1997,Q0_three_state,68,175,0.38857142857142857142857142857142857142857142857143,2414320424.0,5852975535.0,0.41249453539702861580473016619229726542842964403404,2.3923106825600044376158737620868693999858215462610,2.0068845153784922486856835163274683622146706906630,2.9412633594776923746225303030427232592706038457110,positive,positive,positive,67,168,0.39880952380952380952380952380952380952380952380952,1.3685011587504806280920642382773455904620120224520,5908180322,55204787.0,0.99065621155900799874063153213284745102944066844952,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1997,Q1_midpoint_binary,82,175,0.46857142857142857142857142857142857142857142857143,2894609267.0,5852975535.0,0.49455345399799283459673644441433668148759825629444,2.5982025426564263168165015842908110059026827723010,2.1361022579645148287866163260082220431785740804760,3.0704811020637149547234631127234769402345072355230,positive,positive,positive,81,168,0.48214285714285714285714285714285714285714285714286,1.2410596855135691739593587271479538630455399151580,5908180322,55204787.0,0.99065621155900799874063153213284745102944066844952,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1997,Q2_boundary_autocracy,68,175,0.38857142857142857142857142857142857142857142857143,2414320424.0,5852975535.0,0.41249453539702861580473016619229726542842964403404,2.3923106825600044376158737620868693999858215462610,2.0068845153784922486856835163274683622146706906630,2.9412633594776923746225303030427232592706038457110,positive,positive,positive,67,168,0.39880952380952380952380952380952380952380952380952,1.3685011587504806280920642382773455904620120224520,5908180322,55204787.0,0.99065621155900799874063153213284745102944066844952,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1997,Q3_boundary_democracy,93,175,0.53142857142857142857142857142857142857142857142857,3191410015.0,5852975535.0,0.54526283185634398863073327368691965666998127987220,1.3834260427772560059304702258348228098552708443630,0.87394398821706879417850548903985969341673628859100,1.8083228323162689201153522757551145904726694436380,positive,positive,positive,91,168,0.54166666666666666666666666666666666666666666666667,0.35961651896773219640666070202529900033146132055300,5908180322,55204787.0,0.99065621155900799874063153213284745102944066844952,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1998,Q0_three_state,69,176,0.39204545454545454545454545454545454545454545454545,2579358975.0,5938127861.0,0.43437242096798292568796541109036250844717201686405,4.2326966422528380233419956544907962992626562318600,3.8297359820649351157803994410927060037203103278410,4.7574207077432365435816313531460879755545054180980,positive,positive,positive,68,168,0.40476190476190476190476190476190476190476190476190,2.9610516206078163783203506328457746542410112102150,5993730786,55602925.0,0.99072315274321698572198768087946618028165804909744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1998,Q1_midpoint_binary,84,176,0.47727272727272727272727272727272727272727272727273,2948141585.0,5938127861.0,0.49647660912837322955043726027980184645606437877273,1.9203881855645956823164533007074573728791651500000,1.4598144186196474803219043466606697752461795791980,2.3874991442979489081231362587140517470803746694550,positive,positive,positive,83,168,0.49404761904761904761904761904761904761904761904762,0.24289900807541819313896412321827988370167597251100,5993730786,55602925.0,0.99072315274321698572198768087946618028165804909744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
