year,classification_scenario,country_democracy_n,country_denominator_n,country_democracy_share,observed_democracy_population,observed_population_denominator,observed_democracy_share,gap_observed_pp,gap_lower_pp,gap_upper_pp,gap_observed_sign,gap_lower_sign,gap_upper_sign,common_matched_democracy_n,common_matched_unit_n,common_matched_unit_share,common_matched_gap_pp,world_population_reference,reference_missing_mass,population_coverage_rate,input_panel_sha256,method_contract_sha256
1975,Q2_boundary_autocracy,32,158,0.20253164556962025316455696202531645569620253164557,641613418.0,3565106576.0,0.17997033309446847796002606795561895145992404127220,-2.2561312475151775204530894069697504236278490373370,-4.4575036768053156470795743757074768246475599392430,7.7743591610248097309785295428923408798571554562220,negative,negative,positive,30,132,0.22727272727272727272727272727272727272727272727273,-4.7302394178258794767246659317108321267348686000530,4061959945,496853369.0,0.87768137162169874621941896081400182295495284604536,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1975,Q3_boundary_democracy,38,158,0.24050632911392405063291139240506329113924050632911,735170502.0,3565106576.0,0.20621276989280109532411353079280286851093564614939,-3.4293559221122955308797861612260422628304860179720,-5.9517222388500641761753752272302208484103689119550,6.2801405989800612018827286913695968560943464835090,negative,negative,positive,36,132,0.27272727272727272727272727272727272727272727272727,-6.6514502834471631948613741934469858761791626577880,4061959945,496853369.0,0.87768137162169874621941896081400182295495284604536,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1976,Q0_three_state,33,157,0.21019108280254777070063694267515923566878980891720,650303515.0,3644101626.0,0.17845372652623162601118962317325888978926077842594,-3.1737356276316144689447319501900345879529030491260,-5.2947500260933349128792601889550687514155276476930,6.5907647218990196548171118542232265819869068906860,negative,negative,positive,32,138,0.23188405797101449275362318840579710144927536231884,-5.3430331444782866742433565232538211660014583892900,4135644231,491542605.0,0.88114485252007645432303627956821704666597565461622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1976,Q1_midpoint_binary,37,157,0.23566878980891719745222929936305732484076433121019,704266919.0,3644101626.0,0.19326215108140345809335011119692631755380139335335,-4.2406638727513739358879188166131007286962937856840,-6.5376840196581213129016851353043767173114944857550,5.3478307283342332547946869078739186160909400526240,negative,negative,positive,36,138,0.26086956521739130434782608695652173913043478260870,-6.7607414135987846254475975759595421576633389255350,4135644231,491542605.0,0.88114485252007645432303627956821704666597565461622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1976,Q2_boundary_autocracy,33,157,0.21019108280254777070063694267515923566878980891720,650303515.0,3644101626.0,0.17845372652623162601118962317325888978926077842594,-3.1737356276316144689447319501900345879529030491260,-5.2947500260933349128792601889550687514155276476930,6.5907647218990196548171118542232265819869068906860,negative,negative,positive,32,138,0.23188405797101449275362318840579710144927536231884,-5.3430331444782866742433565232538211660014583892900,4135644231,491542605.0,0.88114485252007645432303627956821704666597565461622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1976,Q3_boundary_democracy,39,157,0.24840764331210191082802547770700636942675159235669,728751396.0,3644101626.0,0.19998108472071464672154563013276403065933595343699,-4.8426558591387264106479847574242338767415638919700,-7.2195339909062888635112868827425015515073690099530,4.6659807570860657041850851604357937818950655284250,negative,negative,positive,38,138,0.27536231884057971014492753623188405797101449275362,-7.5381234119865063423381906099120027311678539316630,4135644231,491542605.0,0.88114485252007645432303627956821704666597565461622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1977,Q0_three_state,34,157,0.21656050955414012738853503184713375796178343949045,651846377.0,3760997602.0,0.17331741361743096373290375737921036834524416163135,-4.3243095936709163655631274467923389616539277859100,-6.1685000259109978881334179697268669714045082479510,4.4720374350900166111331347278577141386838979592140,negative,negative,positive,33,140,0.23571428571428571428571428571428571428571428571429,-6.2396872096854750552810528335075345940470124082940,4208840894,447843292.0,0.89359462538998985500733447302415418889911593792835,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1977,Q1_midpoint_binary,36,157,0.22929936305732484076433121019108280254777070063694,708669046.0,3760997602.0,0.18842581702874481120182325497797538877558688749199,-4.0873546028580029562507955213107413772183813144950,-6.0923065675720849915063435518106532991499847695550,4.5482308934289295077602091457739278109384214376110,negative,negative,positive,35,140,0.25,-6.1574182971255188798176745022024611224413112508010,4208840894,447843292.0,0.89359462538998985500733447302415418889911593792835,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1977,Q2_boundary_autocracy,34,157,0.21656050955414012738853503184713375796178343949045,651846377.0,3760997602.0,0.17331741361743096373290375737921036834524416163135,-4.3243095936709163655631274467923389616539277859100,-6.1685000259109978881334179697268669714045082479510,4.4720374350900166111331347278577141386838979592140,negative,negative,positive,33,140,0.23571428571428571428571428571428571428571428571429,-6.2396872096854750552810528335075345940470124082940,4208840894,447843292.0,0.89359462538998985500733447302415418889911593792835,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1977,Q3_boundary_democracy,40,157,0.25477707006369426751592356687898089171974522292994,1376580070.0,3760997602.0,0.36601460986520458834368594739667690965999185446968,11.123753980151032082776238051769601794024663153974,7.2291618126066511785229079638713773124004986079510,17.869699273607665677789460661455958422488904815116,positive,positive,positive,39,140,0.27857142857142857142857142857142857142857142857143,8.7443181293776016915114518825248338231420425898250,4208840894,447843292.0,0.89359462538998985500733447302415418889911593792835,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1978,Q0_three_state,35,157,0.22292993630573248407643312101910828025477707006369,1346813270.0,3831219615.0,0.35153643104325148429268521585390765963699525483871,12.860649473751900021625209483479937938221818477502,9.1502934515537509467596169551429809354661920833810,19.704977673575801674192055739446014271608599480934,positive,positive,positive,34,140,0.24285714285714285714285714285714285714285714285714,10.867928818610862714982807299676480249413811198157,4283309396,452089781.0,0.89445315777977949272567561215696966663857592602447,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1978,Q1_midpoint_binary,38,157,0.24203821656050955414012738853503184713375796178344,1407772418.0,3831219615.0,0.36744759096771329304232537450088201221531906361364,12.540937440720373890219798596585016508156110183020,8.6626441499134381980521692869780125034128833569600,19.217328371935488925484608071281045839555290754513,positive,positive,positive,37,140,0.26428571428571428571428571428571428571428571428571,10.316187668199900732803966021516772650103334932793,4283309396,452089781.0,0.89445315777977949272567561215696966663857592602447,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1978,Q2_boundary_autocracy,35,157,0.22292993630573248407643312101910828025477707006369,1346813270.0,3831219615.0,0.35153643104325148429268521585390765963699525483871,12.860649473751900021625209483479937938221818477502,9.1502934515537509467596169551429809354661920833810,19.704977673575801674192055739446014271608599480934,positive,positive,positive,34,140,0.24285714285714285714285714285714285714285714285714,10.867928818610862714982807299676480249413811198157,4283309396,452089781.0,0.89445315777977949272567561215696966663857592602447,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1978,Q3_boundary_democracy,41,157,0.26114649681528662420382165605095541401273885350318,1410534357.0,3831219615.0,0.36816849430334731672645187164505577423026427055918,10.702199748806069252263021559410036021752541705600,6.8162975509369140635072087967530613654079730899640,17.370981772958964790939647581056094701550380487517,positive,positive,positive,39,140,0.27857142857142857142857142857142857142857142857143,8.9597065731918745297880443073627202801692841987750,4283309396,452089781.0,0.89445315777977949272567561215696966663857592602447,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1979,Q0_three_state,35,157,0.22292993630573248407643312101910828025477707006369,1367964099.0,3903708549.0,0.35042680103524296173064532743630292979641190933591,12.749686472951047765421220641719464954163483927222,9.0828270333513295382361310295199413304593509464870,19.546808180817663142253876910784019053584804813772,positive,positive,positive,34,141,0.24113475177304964539007092198581560283687943262411,10.929204926219331634057440545048732695953247671180,4359930896,456222347.0,0.89536018852533666395982254118735922276874546132715,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1979,Q1_midpoint_binary,39,157,0.24840764331210191082802547770700636942675159235669,1430351436.0,3903708549.0,0.36640835709069734652467775713550074252738482295954,11.800071377859543569665227942849437310063323060285,7.9659812369883742368437478342561256564355400638180,18.429962384454707840861493715520203379560993931104,positive,positive,positive,38,141,0.26950354609929078014184397163120567375886524822695,9.6904810991406566382833785504295068768519574732590,4359930896,456222347.0,0.89536018852533666395982254118735922276874546132715,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1979,Q2_boundary_autocracy,35,157,0.22292993630573248407643312101910828025477707006369,1367964099.0,3903708549.0,0.35042680103524296173064532743630292979641190933591,12.749686472951047765421220641719464954163483927222,9.0828270333513295382361310295199413304593509464870,19.546808180817663142253876910784019053584804813772,positive,positive,positive,34,141,0.24113475177304964539007092198581560283687943262411,10.929204926219331634057440545048732695953247671180,4359930896,456222347.0,0.89536018852533666395982254118735922276874546132715,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1979,Q3_boundary_democracy,43,157,0.27388535031847133757961783439490445859872611464968,1438750393.0,3903708549.0,0.36855988989458751727113119581407561684236791110913,9.4674539576116179691513361419171158243641796459450,5.6108502180423865093337558244878334876081289728960,16.074831365508720113351501705751911210733582840181,positive,positive,positive,41,141,0.29078014184397163120567375886524822695035460992908,7.7779748050615886065457436948827389892013301180050,4359930896,456222347.0,0.89536018852533666395982254118735922276874546132715,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1980,Q0_three_state,37,157,0.23566878980891719745222929936305732484076433121019,1400553269.0,3977179952.0,0.35214732194747822665279290334711010330467440714888,11.647853213856102920056360398405277846391007593869,7.9950739787876063870585713356367635246534499578570,18.367946374543886441709111814842060197478174938304,positive,positive,positive,35,141,0.24822695035460992907801418439716312056737588652482,10.392037159286829757477871894994698273729852062406,4437473406,460293454.0,0.89627127604243719945349459520794703327175275019552,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1980,Q1_midpoint_binary,40,157,0.25477707006369426751592356687898089171974522292994,1427580826.0,3977179952.0,0.35894298051113177289796416031013926824702047074987,10.416591044743750538204059343115837652727524781993,6.6933213105493473639859711295779621988672030399280,17.066193706305627418636511608783258871691928020376,positive,positive,positive,38,141,0.26950354609929078014184397163120567375886524822695,8.9439434411840992756120188678933594488155222522920,4437473406,460293454.0,0.89627127604243719945349459520794703327175275019552,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1980,Q2_boundary_autocracy,37,157,0.23566878980891719745222929936305732484076433121019,1400553269.0,3977179952.0,0.35214732194747822665279290334711010330467440714888,11.647853213856102920056360398405277846391007593869,7.9950739787876063870585713356367635246534499578570,18.367946374543886441709111814842060197478174938304,positive,positive,positive,35,141,0.24822695035460992907801418439716312056737588652482,10.392037159286829757477871894994698273729852062406,4437473406,460293454.0,0.89627127604243719945349459520794703327175275019552,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1980,Q3_boundary_democracy,44,157,0.28025477707006369426751592356687898089171974522293,1443210737.0,3977179952.0,0.36287287837560738061368966691402048986291380159305,8.2618101305543686346173743347141508971194056370120,4.4977760672834048746022713514025701830338240221590,14.870648463039684929252811830607866855858549002607,positive,positive,positive,42,141,0.29787234042553191489361702127659574468085106382979,6.5000537950075465720072645637424745182062737763260,4437473406,460293454.0,0.89627127604243719945349459520794703327175275019552,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1981,Q0_three_state,38,157,0.24203821656050955414012738853503184713375796178344,1440493343.0,4052090421.0,0.35549387929119955835259975310407812836909050801263,11.345566273069000421247236456904628123533254622919,7.6881307693482939405381523273674147804592303446480,17.976452782129705725121388050783642571040308005277,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.4930499009509417507529330568866860763456705195730,4516792587,464702166.0,0.89711677987218588215416764276583772209418922339371,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1981,Q1_midpoint_binary,40,157,0.25477707006369426751592356687898089171974522292994,1455839312.0,4052090421.0,0.35928105267718062108861316547605244073599610328143,10.450398261348635357268959859707154901625088035149,6.7539990983147199946837303969038855971184114844410,17.042321111096131779266966120320113387699489145070,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,8.4633165353236959116782179560559482989517230041990,4516792587,464702166.0,0.89711677987218588215416764276583772209418922339371,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1981,Q2_boundary_autocracy,38,157,0.24203821656050955414012738853503184713375796178344,1440493343.0,4052090421.0,0.35549387929119955835259975310407812836909050801263,11.345566273069000421247236456904628123533254622919,7.6881307693482939405381523273674147804592303446480,17.976452782129705725121388050783642571040308005277,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.4930499009509417507529330568866860763456705195730,4516792587,464702166.0,0.89711677987218588215416764276583772209418922339371,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1981,Q3_boundary_democracy,44,157,0.28025477707006369426751592356687898089171974522293,1472119343.0,4052090421.0,0.36329873967538494867165749261052829798143342073264,8.3043962605321254404141569043649317089713675509710,4.5666618399141188219154700257362608087845235629710,14.854983852695530606498705749152488599365601223600,positive,positive,positive,43,142,0.30281690140845070422535211267605633802816901408451,6.0481838266934244446305379934471959953264406648130,4516792587,464702166.0,0.89711677987218588215416764276583772209418922339371,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1982,Q0_three_state,38,157,0.24203821656050955414012738853503184713375796178344,1462889884.0,4129865285.0,0.35422217991306706751331720497028270499627205152286,11.218396335255751337318981643525085786251408973942,7.6023788105165102256514207343113145663890230138170,17.810710557632631881955572373099316743073546627620,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.3658799631376926668246782435071437390638248705960,4599385851,469520566.0,0.89791668252883878343695848361211997823315476386197,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1982,Q1_midpoint_binary,41,157,0.26114649681528662420382165605095541401273885350318,1484438765.0,4129865285.0,0.35943999684241516367040529265108946525842912573358,9.8293500027128539466583636600134051245690272230400,6.1600672717631087074322639827559693416546491750190,16.368399018879230363736415621543971518339172788822,positive,positive,positive,40,142,0.28169014084507042253521126760563380281690140845070,7.7749855997344741135194025045455662441527717282880,4599385851,469520566.0,0.89791668252883878343695848361211997823315476386197,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1982,Q2_boundary_autocracy,38,157,0.24203821656050955414012738853503184713375796178344,1462889884.0,4129865285.0,0.35422217991306706751331720497028270499627205152286,11.218396335255751337318981643525085786251408973942,7.6023788105165102256514207343113145663890230138170,17.810710557632631881955572373099316743073546627620,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.3658799631376926668246782435071437390638248705960,4599385851,469520566.0,0.89791668252883878343695848361211997823315476386197,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1982,Q3_boundary_democracy,45,157,0.28662420382165605095541401273885350318471337579618,1501361864.0,4129865285.0,0.36353773316845612313961955298985012776270255507862,7.6913529346800072184205540250996624577989179282440,3.9802391519018270738932565795246527032560082524940,14.188570899017948730197408218312654879940531866297,positive,positive,positive,44,142,0.30985915492957746478873239436619718309859154929577,5.3678578238878658350887158623652944664111005782850,4599385851,469520566.0,0.89791668252883878343695848361211997823315476386197,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1983,Q0_three_state,38,157,0.24203821656050955414012738853503184713375796178344,1485612495.0,4208875747.0,0.35297133588676596301525363133985622978287460477982,11.093311932625640887512624280482438264911664299638,7.5214966832189466904608224049149234878311791352700,17.640775180531660357033051804968013917928945292859,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.2407955605075822170183208804644962177240801962920,4682734714,473858967.0,0.89880721502687286333427770599946909569902233842410,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1983,Q1_midpoint_binary,40,157,0.25477707006369426751592356687898089171974522292994,1492023811.0,4208875747.0,0.35449462057973173994010044602060332573652476607550,9.9717550516037472424176879141622434016779543145560,6.3845252601582388598318142009762277001215124857120,16.503803757470952526404043601029318130219278643302,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,7.9846733255788077968269460105110367990045892836060,4682734714,473858967.0,0.89880721502687286333427770599946909569902233842410,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1983,Q2_boundary_autocracy,38,157,0.24203821656050955414012738853503184713375796178344,1485612495.0,4208875747.0,0.35297133588676596301525363133985622978287460477982,11.093311932625640887512624280482438264911664299638,7.5214966832189466904608224049149234878311791352700,17.640775180531660357033051804968013917928945292859,positive,positive,positive,37,142,0.26056338028169014084507042253521126760563380281690,9.2407955605075822170183208804644962177240801962920,4682734714,473858967.0,0.89880721502687286333427770599946909569902233842410,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1983,Q3_boundary_democracy,46,157,0.29299363057324840764331210191082802547770700636943,1552853043.0,4208875747.0,0.36894722874792435634237315488040231756454367955472,7.5953598174675948699061052969574292086836673185290,3.8618800589556088567147365941059344967083900485260,13.981158556268322523286965994159024926806156206116,positive,positive,positive,45,142,0.31690140845070422535211267605633802816901408450704,5.2045820297220130990260478824064289395529595047680,4682734714,473858967.0,0.89880721502687286333427770599946909569902233842410,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1984,Q0_three_state,39,157,0.24840764331210191082802547770700636942675159235669,1538452967.0,4287480612.0,0.35882447204404991021333159558553357721865775284817,11.041682873194799938530611787852720779190616049148,7.4402525803032309142911419310774062650048523841570,17.476999161092322797973332558672053960057632428008,positive,positive,positive,38,142,0.26760563380281690140845070422535211267605633802817,9.1218838241233008804880891360181464542601414820000,4765813206,478332594.0,0.89963253419210908116317809372405352304947219956149,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1984,Q1_midpoint_binary,42,157,0.26751592356687898089171974522292993630573248407643,1547279732.0,4287480612.0,0.36088320205329945408042348950451650462180562275625,9.3367278486420473188703744281586568316073138679820,5.7146346043693750397153182542422350982381593972480,15.751381185158466923397508881836882793290939441099,positive,positive,positive,41,142,0.28873239436619718309859154929577464788732394366197,7.2150807687102270981831940208741856734481679094280,4765813206,478332594.0,0.89963253419210908116317809372405352304947219956149,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1984,Q2_boundary_autocracy,39,157,0.24840764331210191082802547770700636942675159235669,1538452967.0,4287480612.0,0.35882447204404991021333159558553357721865775284817,11.041682873194799938530611787852720779190616049148,7.4402525803032309142911419310774062650048523841570,17.476999161092322797973332558672053960057632428008,positive,positive,positive,38,142,0.26760563380281690140845070422535211267605633802817,9.1218838241233008804880891360181464542601414820000,4765813206,478332594.0,0.89963253419210908116317809372405352304947219956149,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1984,Q3_boundary_democracy,47,157,0.29936305732484076433121019108280254777070063694268,1607080765.0,4287480612.0,0.37483102792395787514758795601989301776928944862597,7.5467970599117110816377764937090469998588811683290,3.7847130220222662562991083661829145207154609698730,13.821459602811358139981298993777562215768241013724,positive,positive,positive,46,142,0.32394366197183098591549295774647887323943661971831,5.0887365952126889232094998273414144529852828907660,4765813206,478332594.0,0.89963253419210908116317809372405352304947219956149,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1985,Q0_three_state,40,157,0.25477707006369426751592356687898089171974522292994,1565308591.0,4367412722.0,0.35840638168109453063959820557577246531636585730493,10.362931161740026312367463869679157359662063437499,6.7934083520815979664376248168443972368919219681030,16.752837067931151770195797635026394631937585353963,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,8.3758494357150868667767219660279507569886984065490,4850494238,483081516.0,0.90040571284150446196241827181818002604954336614140,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1985,Q1_midpoint_binary,43,157,0.27388535031847133757961783439490445859872611464968,1574312106.0,4367412722.0,0.36046790312939881572291669484219632220048288809285,8.6582552810927478143298860447291863601756773443170,5.0682008955237380100957626995840523046997881363450,15.027629611373291813853935517766049699745451522204,positive,positive,positive,42,142,0.29577464788732394366197183098591549295774647887324,6.4693255242074872060944863856280829242736409219610,4850494238,483081516.0,0.90040571284150446196241827181818002604954336614140,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1985,Q2_boundary_autocracy,40,157,0.25477707006369426751592356687898089171974522292994,1565308591.0,4367412722.0,0.35840638168109453063959820557577246531636585730493,10.362931161740026312367463869679157359662063437499,6.7934083520815979664376248168443972368919219681030,16.752837067931151770195797635026394631937585353963,positive,positive,positive,39,142,0.27464788732394366197183098591549295774647887323944,8.3758494357150868667767219660279507569886984065490,4850494238,483081516.0,0.90040571284150446196241827181818002604954336614140,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1985,Q3_boundary_democracy,49,157,0.31210191082802547770700636942675159235668789808917,1641769889.0,4367412722.0,0.37591361144549049559690319553911854909873571596012,6.3811700617465017889896826112366956742047817870950,2.6372852452375722513943156005918347452443774978910,12.596713961087126055152488418773832140290040883750,positive,positive,positive,48,142,0.33802816901408450704225352112676056338028169014085,3.7885442431405988554649674412357985718454025819270,4850494238,483081516.0,0.90040571284150446196241827181818002604954336614140,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1986,Q0_three_state,41,157,0.26114649681528662420382165605095541401273885350318,1595985118.0,4449304670.0,0.35870439009518311992781559730770246398972718584363,9.7557893279896495723993941256747049976988332340450,6.2093617299818225585369069478030248842311613720350,16.096131158888933100485280515481609584917475860381,positive,positive,positive,40,142,0.28169014084507042253521126760563380281690140845070,7.7014249250112697392604329702068661172825777392930,4937459951,488155281.0,0.90113230571092889458051626432321415299313685511654,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1986,Q1_midpoint_binary,44,157,0.28025477707006369426751592356687898089171974522293,1605160293.0,4449304670.0,0.36076654939433491301012659130847966857706779607880,8.0511772324271218742610667741600687685348050855870,4.4843615409029043997815679119775398413847203364560,14.371130969810014941729941479656124542071034824802,positive,positive,positive,43,142,0.30281690140845070422535211267605633802816901408451,5.7949647985884208784774478632423330548898781994290,4937459951,488155281.0,0.90113230571092889458051626432321415299313685511654,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1986,Q2_boundary_autocracy,41,157,0.26114649681528662420382165605095541401273885350318,1595985118.0,4449304670.0,0.35870439009518311992781559730770246398972718584363,9.7557893279896495723993941256747049976988332340450,6.2093617299818225585369069478030248842311613720350,16.096131158888933100485280515481609584917475860381,positive,positive,positive,40,142,0.28169014084507042253521126760563380281690140845070,7.7014249250112697392604329702068661172825777392930,4937459951,488155281.0,0.90113230571092889458051626432321415299313685511654,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1986,Q3_boundary_democracy,50,157,0.31847133757961783439490445859872611464968152866242,1805861820.0,4449304670.0,0.40587506451878917970344341467629817312555491957353,8.7403726939171345308538956077572058475873390911110,4.7275795140770685876457232087724579358185675605660,14.614348942984179129594096776451042636504882048912,positive,positive,positive,49,142,0.34507042253521126760563380281690140845070422535211,6.0804641983577912097809611859396764674850694221420,4937459951,488155281.0,0.90113230571092889458051626432321415299313685511654,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
