entity_code,entity_name,region,income_group,registry_category,public_collective_noun,midpoint_year,pou_period_start,pou_period_end,obesity_value,obesity_low,obesity_high,pou_source_value,pou_censored,pou_lower,pou_upper,population,obesity_available,pou_available,population_available,comparable_primary,geometry_status,missing_reason,source_release_ids
ABW,Aruba,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,91439,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.7510229,3.5469774,6.2521525,45.8,False,45.8,45.8,20284307,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AGO,Angola,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,5.4170817,3.3358157,8.0237359,67.8,False,67.8,67.8,16747208,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ALB,Albania,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.269196,11.336411,15.349595,4.8,False,4.8,4.8,3060173,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AND,Andorra,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.866684,11.343339,16.611145,,False,,,65852,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,26.194042,23.968486,28.530139,2.5,True,0.0,2.5,3723590,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARG,Argentina,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.897536,17.023292,20.829926,3.0,False,3.0,3.0,37624825,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARM,Armenia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,15.697713,14.016043,17.486867,28.6,False,28.6,28.6,3211800,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ASM,American Samoa,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,68.902528,66.349494,71.405894,,False,,,57053,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.366235,12.680171,27.178311,,False,,,76069,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AUS,Australia,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,20.132039,19.068465,21.214515,2.5,True,0.0,2.5,19274701,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AUT,Austria,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,12.214123,11.103132,13.411371,2.5,True,0.0,2.5,8042293,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,16.196841,14.428677,18.022639,17.8,False,17.8,17.8,8111200,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BDI,Burundi,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.691436,0.9801697,2.8513785,,False,,,6634365,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BEL,Belgium,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.933445,13.697112,16.216277,2.5,True,0.0,2.5,10286570,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BEN,Benin,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.8233088,4.1766778,5.5459548,14.3,False,14.3,14.3,7445596,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BFA,Burkina Faso,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.59033,1.3041773,1.9198891,22.4,False,22.4,22.4,12295001,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BGD,Bangladesh,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,0.92280908,0.7719941,1.0912881,15.5,False,15.5,15.5,136805810,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BGR,Bulgaria,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.350595,12.747958,16.025566,4.9,False,4.9,4.9,8009142,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,25.067109,23.041637,27.173647,,False,,,661316,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BHS,"Bahamas, The",Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,29.552922,25.211743,34.194842,,False,,,327836,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.389281,12.00933,17.045312,3.6,False,3.6,3.6,4179438,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BLR,Belarus,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.602235,15.957803,23.398061,2.7,False,2.7,2.7,9928549,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BLZ,Belize,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,26.462609,23.377436,29.639399,5.7,False,5.7,5.7,248379,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BMU,Bermuda,North America,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.874416,12.217574,26.214448,,False,,,61867,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BOL,Bolivia,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.865225,11.703784,16.265443,26.6,False,26.6,26.6,8752736,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRA,Brazil,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,12.745391,11.974636,13.533992,10.5,False,10.5,10.5,176301203,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRB,Barbados,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,22.721462,20.691746,24.876578,6.8,False,6.8,6.8,262425,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRN,Brunei Darussalam,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.394511,11.712857,17.376976,,False,,,333345,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BTN,Bhutan,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.606309,2.623163,4.8600942,,False,,,610794,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BWA,Botswana,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,10.035636,8.574789,11.630914,28.1,False,28.1,28.1,1712254,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CAF,Central African Republic,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.2189313,2.4474105,4.1487463,35.9,False,35.9,35.9,3919487,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CAN,Canada,North America,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,20.691852,19.523814,21.89656,2.5,True,0.0,2.5,31020855,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHE,Switzerland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,8.6390972,7.9726331,9.3265563,2.5,True,0.0,2.5,7229854,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHI,Channel Islands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,148850,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHL,Chile,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,21.329659,19.791065,22.918744,2.9,False,2.9,2.9,15683849,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHN,China,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.3409016,2.1798341,2.5061475,10.0,False,10.0,10.0,1271850000,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.9064405,4.1812878,5.7062227,18.9,False,18.9,18.9,18178913,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,7.2914153,6.3994654,8.2847491,24.2,False,24.2,24.2,15309490,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.4268642,1.9392837,3.0067727,26.8,False,26.8,26.8,52132646,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,5.245493,4.3980598,6.1714616,26.3,False,26.3,26.3,3272537,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COL,Colombia,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,12.182093,11.186192,13.21418,8.6,False,8.6,8.6,39709262,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COM,Comoros,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,6.3279755,5.2322809,7.5980678,24.7,False,24.7,24.7,547220,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,7.056459,5.5784617,8.7618902,16.2,False,16.2,16.2,460293,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CRI,Costa Rica,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.964262,15.995361,20.126307,4.6,False,4.6,4.6,4008947,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CUB,Cuba,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.0857,10.015457,12.273883,2.5,True,0.0,2.5,11144132,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CUW,Curacao,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,129047,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CYM,Cayman Islands,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,41089,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CYP,Cyprus,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.253213,14.592914,22.181515,5.9,False,5.9,5.9,964127,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CZE,Czechia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.24936,18.195245,20.34563,2.5,True,0.0,2.5,10216605,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DEU,Germany,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.279056,17.357592,19.208147,2.5,True,0.0,2.5,82349925,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.1883759,2.0832121,7.4392289,40.8,False,40.8,40.8,771313,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DMA,Dominica,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.869891,14.963543,20.91977,3.7,False,3.7,3.7,68288,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DNK,Denmark,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,10.844271,10.025259,11.706139,2.5,True,0.0,2.5,5358783,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.983599,13.729616,16.35676,19.7,False,19.7,19.7,8720283,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.831623,12.176444,15.56657,7.3,False,7.3,7.3,31331221,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ECU,Ecuador,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.184135,12.282836,16.233425,20.0,False,20.0,20.0,12910740,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,28.762549,27.345693,30.207652,4.8,False,4.8,4.8,74652029,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ERI,Eritrea,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.3477829,1.0733144,1.659582,,False,,,2312079,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ESP,Spain,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.929736,18.097641,19.790438,2.5,True,0.0,2.5,40850412,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
EST,Estonia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.341526,16.252652,18.450685,3.6,False,3.6,3.6,1388115,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ETH,Ethiopia,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,0.73349215,0.57181129,0.92932386,46.1,False,46.1,46.1,69487762,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FIN,Finland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,16.499729,15.708062,17.314148,2.5,True,0.0,2.5,5188008,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FJI,Fiji,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,22.819982,20.958221,24.747781,3.6,False,3.6,3.6,849596,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FRA,France,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.748874,10.773613,12.79106,2.5,True,0.0,2.5,61364377,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FRO,Faroe Islands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,46635,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,38.448277,35.419405,41.660556,,False,,,112365,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GAB,Gabon,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,10.224912,8.4557652,12.340265,10.6,False,10.6,10.6,1309589,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GBR,United Kingdom,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.765024,19.181938,20.354897,2.5,True,0.0,2.5,59119673,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GEO,Georgia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.514319,16.77727,22.490466,6.6,False,6.6,6.6,4014373,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GHA,Ghana,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,6.3663006,5.7922713,6.9860607,14.8,False,14.8,14.8,20167069,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GIB,Gibraltar,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,27657,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GIN,Guinea,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.935628,2.3067592,3.6886629,18.0,False,18.0,18.0,8539960,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GMB,"Gambia, The",Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.8329098,3.217664,4.5124769,16.9,False,16.9,16.9,1495011,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.3660216,3.0599304,6.1629634,15.6,False,15.6,15.6,1261273,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,9.7918615,7.2932117,12.787175,,False,,,749836,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRC,Greece,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.124211,16.27498,20.014589,2.5,True,0.0,2.5,10862132,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRD,Grenada,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.160805,14.061786,20.6211,,False,,,107987,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRL,Greenland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.341373,15.818639,21.027021,,False,,,56379,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GTM,Guatemala,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,12.322222,11.357635,13.291527,22.4,False,22.4,22.4,11969422,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GUM,Guam,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,161329,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GUY,Guyana,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.62238,12.264211,17.183661,5.7,False,5.7,5.7,764477,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,2.5,True,0.0,2.5,6714300,False,True,True,False,off_map_no_exact_code,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HND,Honduras,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.972453,12.36308,18.070582,21.1,False,21.1,21.1,6757993,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HRV,Croatia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,15.961638,14.621776,17.410201,10.6,False,10.6,10.6,4299642,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
