entity_code,entity_name,region,income_group,registry_category,public_collective_noun,midpoint_year,pou_period_start,pou_period_end,obesity_value,obesity_low,obesity_high,pou_source_value,pou_censored,pou_lower,pou_upper,population,obesity_available,pou_available,population_available,comparable_primary,geometry_status,missing_reason,source_release_ids
HND,Honduras,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,28.076345,23.667637,33.007813,13.5,False,13.5,13.5,9943633,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HRV,Croatia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,27.562419,25.247514,30.085146,2.5,True,0.0,2.5,3949390,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HTI,Haiti,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,9.7035103,8.2757048,11.310117,42.6,False,42.6,42.6,11105163,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HUN,Hungary,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,28.956506,27.048531,30.972791,2.5,True,0.0,2.5,9694824,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IDN,Indonesia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,8.8040933,7.7915579,9.8964505,6.4,False,6.4,6.4,272489381,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IMN,Isle of Man,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,,False,,,83957,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IND,India,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,6.1742179,5.7414401,6.6300601,11.8,False,11.8,11.8,1389030312,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRL,Ireland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,26.70438,24.226177,29.267269,2.5,True,0.0,2.5,4976456,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,23.101346,22.075297,24.178147,7.7,False,7.7,7.7,87051648,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,37.989587,34.639111,41.326007,15.4,False,15.4,15.4,41192171,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISL,Iceland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,20.697249,17.186624,24.336451,2.5,True,0.0,2.5,360563,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,22.527395,20.41432,24.747425,2.5,True,0.0,2.5,9054000,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ITA,Italy,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,14.900611,13.561353,16.364455,2.5,True,0.0,2.5,59729081,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JAM,Jamaica,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,31.500575,28.742379,34.299251,6.7,False,6.7,6.7,2823271,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,36.310107,34.945038,37.706688,12.8,False,12.8,12.8,10671891,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JPN,Japan,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,4.9065761,4.4003461,5.4514855,,False,,,126633000,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,19.03079,17.545992,20.50703,2.5,True,0.0,2.5,19209555,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KEN,Kenya,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,9.5891945,8.7030053,10.503432,23.7,False,23.7,23.7,51202827,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.666156,17.412572,20.000266,4.9,False,4.9,4.9,6590211,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KHM,Cambodia,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,3.612062,3.133617,4.1386269,5.4,False,5.4,5.4,16481304,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KIR,Kiribati,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,44.617316,42.218071,47.040153,4.1,False,4.1,4.1,123921,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,43.555772,36.697447,50.435245,,False,,,46952,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KOR,"Korea, Rep.",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,6.1463714,5.7886694,6.5173641,2.5,True,0.0,2.5,51764822,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,40.302926,37.055641,43.511766,2.5,True,0.0,2.5,4442316,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LAO,Lao PDR,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,7.0557259,5.4355554,8.9237429,,False,,,7237636,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,29.352441,27.382779,31.327847,7.1,False,7.1,7.1,5794594,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBR,Liberia,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,12.708704,11.471898,14.022055,36.6,False,36.6,36.6,5043721,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,33.129087,30.855116,35.553581,13.2,False,13.2,13.2,6951033,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,31.059596,28.619286,33.547479,,False,,,177661,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LIE,Liechtenstein,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,,False,,,38563,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LKA,Sri Lanka,South Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,8.7727964,8.0590531,9.5368281,3.8,False,3.8,3.8,21803000,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,19.701786,18.023917,21.406084,,False,,,2209405,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LTU,Lithuania,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,21.815826,18.974246,24.852465,2.5,True,0.0,2.5,2811089,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LUX,Luxembourg,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.533544,15.967019,21.337417,2.5,True,0.0,2.5,620001,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LVA,Latvia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,22.131437,18.454437,26.265433,2.5,True,0.0,2.5,1913822,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAC,"Macao SAR, China",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,7.3,False,7.3,7.3,672000,False,True,True,False,off_map_no_exact_code,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAF,St. Martin (French part),Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,,False,,,34267,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,19.789283,17.487153,22.210592,4.1,False,4.1,4.1,36210898,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MCO,Monaco,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,,False,,,38109,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDA,Moldova,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,22.977744,21.067116,24.917418,2.5,True,0.0,2.5,2664224,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDG,Madagascar,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,3.397581,2.4773175,4.609954,38.9,False,38.9,38.9,28219554,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDV,Maldives,South Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,14.735897,12.987855,16.601291,,False,,,487731,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MEX,Mexico,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,34.103251,32.966658,35.245296,3.4,False,3.4,3.4,125762982,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,41.32266,38.554004,44.059351,,False,,,44007,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MKD,North Macedonia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,24.994208,19.345903,31.486645,2.8,False,2.8,2.8,1876262,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MLI,Mali,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,10.445444,9.008044,12.076946,4.8,False,4.8,4.8,21068405,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,30.769393,27.118534,34.539571,2.5,True,0.0,2.5,503912,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MMR,Myanmar,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,6.8017431,6.0542744,7.5817525,3.2,False,3.2,3.2,52640713,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNE,Montenegro,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,16.08604,11.943521,20.555136,2.5,True,0.0,2.5,626753,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNG,Mongolia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,21.75796,19.933228,23.682778,5.1,False,5.1,5.1,3267673,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNP,Northern Mariana Islands,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,,False,,,48129,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MOZ,Mozambique,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,8.4971577,7.5393751,9.5273912,28.3,False,28.3,28.3,29884380,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,20.952567,18.240279,24.014531,6.6,False,6.6,6.6,4467708,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.829823,17.224777,20.522135,7.6,False,7.6,7.6,1265985,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MWI,Malawi,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,6.3706748,5.4476108,7.3817022,19.3,False,19.3,19.3,19025752,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MYS,Malaysia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,20.118405,18.475178,21.755448,2.8,False,2.8,2.8,33440596,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NAM,Namibia,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,16.391848,13.585556,19.460666,18.9,False,18.9,18.9,2650494,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NCL,New Caledonia,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,,,,6.3,False,6.3,6.3,283606,False,True,True,False,exact_code_match,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NER,Niger,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,5.2625854,4.4709872,6.1454579,10.1,False,10.1,10.1,22947757,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,11.27115,9.9737428,12.684405,14.3,False,14.3,14.3,209485641,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,31.92277,26.917619,37.394086,15.7,False,15.7,15.7,6483657,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NLD,Netherlands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,14.226225,12.141316,16.521606,2.5,True,0.0,2.5,17344874,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NOR,Norway,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.633491,16.23652,21.153434,2.5,True,0.0,2.5,5347896,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NPL,Nepal,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,5.866155,5.3267207,6.4228103,4.6,False,4.6,4.6,28414064,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NRU,Naoero,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,69.788241,67.169976,72.317654,,False,,,11587,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NZL,New Zealand,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,32.211843,31.01401,33.434099,2.5,True,0.0,2.5,4970300,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,28.378707,25.599194,31.225184,5.9,False,5.9,5.9,4591241,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,19.285282,17.607723,20.989464,12.9,False,12.9,12.9,230800899,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PAN,Panama,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,33.15613,30.570602,35.688311,4.5,False,4.5,4.5,4234700,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PER,Peru,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,24.597836,23.892158,25.343093,6.2,False,6.2,6.2,32449303,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PHL,Philippines,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,7.8203648,6.9395281,8.7679848,5.8,False,5.8,5.8,110804683,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PLW,Palau,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,39.810282,37.426525,42.272329,,False,,,17798,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,25.515416,18.675184,33.289167,28.2,False,28.2,28.2,9609010,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
POL,Poland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,21.733959,20.518656,22.96989,2.5,True,0.0,2.5,37965475,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PRI,Puerto Rico (US),Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,39.225098,34.024146,44.751135,,False,,,3302691,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,9.4383575,5.0837032,15.280457,,False,,,26037632,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PRT,Portugal,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.626827,17.09352,20.173296,2.5,True,0.0,2.5,10286263,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PRY,Paraguay,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,30.535802,28.26874,32.886031,3.1,False,3.1,3.1,6515058,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,36.667809,34.403166,38.891083,,False,,,4685306,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
PYF,French Polynesia,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,46.606696,41.426402,51.87937,6.0,False,6.0,6.0,279034,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,40.168327,35.197389,45.249662,,False,,,2638657,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ROU,Romania,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,28.128856,26.388147,29.849127,2.5,True,0.0,2.5,19371648,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
RUS,Russian Federation,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,18.93145,18.019766,19.865701,2.5,True,0.0,2.5,145453291,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
RWA,Rwanda,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2019,2018,2020,4.0946718,3.603081,4.6439774,35.6,False,35.6,35.6,12776103,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
